City,State,Year,Month,Precipitation,Average Temp,High Temp,Low Temp,Wind Speed,Latitude,Longitude
Aberdeen,South Dakota,2016,1,0.0,18,29,7,6.16,40.4969875,-93.7703
Aberdeen,South Dakota,2016,1,0.04,15,23,6,9.91,40.4969875,-93.7703
Aberdeen,South Dakota,2016,1,0.05,7,17,-3,7.18,40.4969875,-93.7703
Aberdeen,South Dakota,2016,1,0.03,17,23,10,8.0,40.4969875,-93.7703
Aberdeen,South Dakota,2016,1,0.02,31,40,22,7.5,40.4969875,-93.7703
Aberdeen,South Dakota,2016,2,0.04,28,37,19,8.81,40.4969875,-93.7703
Aberdeen,South Dakota,2016,2,0.42,16,24,9,10.48,40.4969875,-93.7703
Aberdeen,South Dakota,2016,2,0.05,33,39,26,8.62,40.4969875,-93.7703
Aberdeen,South Dakota,2016,2,0.01,35,46,24,8.22,40.4969875,-93.7703
Aberdeen,South Dakota,2016,3,0.03,34,45,23,6.91,40.4969875,-93.7703
Aberdeen,South Dakota,2016,3,0.09,47,62,32,7.77,40.4969875,-93.7703
Aberdeen,South Dakota,2016,3,0.12,39,49,29,10.75,40.4969875,-93.7703
Aberdeen,South Dakota,2016,3,0.0,37,51,22,9.82,40.4969875,-93.7703
Aberdeen,South Dakota,2016,4,0.0,41,56,26,7.53,40.4969875,-93.7703
Aberdeen,South Dakota,2016,4,0.09,38,52,24,12.88,40.4969875,-93.7703
Aberdeen,South Dakota,2016,4,1.32,49,62,34,11.0,40.4969875,-93.7703
Aberdeen,South Dakota,2016,4,1.2,53,66,40,10.37,40.4969875,-93.7703
Aberdeen,South Dakota,2016,5,0.0,48,64,31,6.8,40.4969875,-93.7703
Aberdeen,South Dakota,2016,5,0.0,59,78,39,6.61,40.4969875,-93.7703
Aberdeen,South Dakota,2016,5,0.69,51,63,38,10.61,40.4969875,-93.7703
Aberdeen,South Dakota,2016,5,0.15,60,75,45,13.15,40.4969875,-93.7703
Aberdeen,South Dakota,2016,5,0.83,66,78,53,4.52,40.4969875,-93.7703
Aberdeen,South Dakota,2016,6,0.78,62,76,48,10.98,40.4969875,-93.7703
Aberdeen,South Dakota,2016,6,0.0,74,88,60,7.54,40.4969875,-93.7703
Aberdeen,South Dakota,2016,6,0.62,74,86,61,7.17,40.4969875,-93.7703
Aberdeen,South Dakota,2016,6,0.01,71,86,56,9.45,40.4969875,-93.7703
Aberdeen,South Dakota,2016,7,0.0,65,81,48,7.06,40.4969875,-93.7703
Aberdeen,South Dakota,2016,7,0.83,72,85,58,6.77,40.4969875,-93.7703
Aberdeen,South Dakota,2016,7,1.87,67,80,54,7.98,40.4969875,-93.7703
Aberdeen,South Dakota,2016,7,0.12,78,90,65,6.05,40.4969875,-93.7703
Aberdeen,South Dakota,2016,7,0.87,73,84,61,7.27,40.4969875,-93.7703
Aberdeen,South Dakota,2016,8,0.15,72,85,59,7.34,40.4969875,-93.7703
Aberdeen,South Dakota,2016,8,1.38,73,86,60,7.61,40.4969875,-93.7703
Aberdeen,South Dakota,2016,8,0.46,69,81,56,6.07,40.4969875,-93.7703
Aberdeen,South Dakota,2016,8,0.01,68,81,55,10.0,40.4969875,-93.7703
Aberdeen,South Dakota,2016,9,0.34,73,84,61,15.85,40.4969875,-93.7703
Aberdeen,South Dakota,2016,9,0.07,63,75,51,5.92,40.4969875,-93.7703
Aberdeen,South Dakota,2016,9,0.65,60,72,46,7.25,40.4969875,-93.7703
Aberdeen,South Dakota,2016,9,0.17,63,74,52,12.1,40.4969875,-93.7703
Aberdeen,South Dakota,2016,10,0.0,65,78,50,12.15,40.4969875,-93.7703
Aberdeen,South Dakota,2016,10,0.65,49,61,36,11.38,40.4969875,-93.7703
Aberdeen,South Dakota,2016,10,0.0,51,65,37,9.24,40.4969875,-93.7703
Aberdeen,South Dakota,2016,10,0.02,46,59,32,6.01,40.4969875,-93.7703
Aberdeen,South Dakota,2016,10,1.14,49,57,40,6.81,40.4969875,-93.7703
Aberdeen,South Dakota,2016,11,0.0,52,68,35,6.28,40.4969875,-93.7703
Aberdeen,South Dakota,2016,11,0.0,46,62,30,6.94,40.4969875,-93.7703
Aberdeen,South Dakota,2016,11,0.23,35,44,25,9.21,40.4969875,-93.7703
Aberdeen,South Dakota,2016,11,0.74,32,40,24,4.82,40.4969875,-93.7703
Aberdeen,South Dakota,2016,12,0.0,29,35,23,8.17,40.4969875,-93.7703
Aberdeen,South Dakota,2016,12,0.2,8,16,0,13.27,40.4969875,-93.7703
Aberdeen,South Dakota,2016,12,0.29,-6,7,-20,9.67,40.4969875,-93.7703
Aberdeen,South Dakota,2016,12,1.28,22,32,11,11.91,40.4969875,-93.7703
Aberdeen,South Dakota,2017,1,0.01,21,31,12,12.05,40.4969875,-93.7703
Abilene,Texas,2016,1,0.0,41,47,34,5.76,35.6886,-98.48175
Abilene,Texas,2016,1,0.04,42,51,33,7.08,35.6886,-98.48175
Abilene,Texas,2016,1,0.0,46,59,32,6.12,35.6886,-98.48175
Abilene,Texas,2016,1,0.0,45,58,31,8.8,35.6886,-98.48175
Abilene,Texas,2016,1,0.0,52,65,37,6.42,35.6886,-98.48175
Abilene,Texas,2016,2,0.0,47,60,32,7.18,35.6886,-98.48175
Abilene,Texas,2016,2,0.0,52,69,35,6.41,35.6886,-98.48175
Abilene,Texas,2016,2,0.0,62,74,49,9.34,35.6886,-98.48175
Abilene,Texas,2016,2,0.68,51,62,39,9.18,35.6886,-98.48175
Abilene,Texas,2016,3,0.0,59,73,45,10.75,35.6886,-98.48175
Abilene,Texas,2016,3,2.31,60,67,52,8.58,35.6886,-98.48175
Abilene,Texas,2016,3,0.0,56,68,43,6.77,35.6886,-98.48175
Abilene,Texas,2016,3,0.0,59,73,44,13.28,35.6886,-98.48175
Abilene,Texas,2016,4,0.0,53,67,39,7.66,35.6886,-98.48175
Abilene,Texas,2016,4,0.66,66,77,54,11.0,35.6886,-98.48175
Abilene,Texas,2016,4,3.54,63,72,54,9.12,35.6886,-98.48175
Abilene,Texas,2016,4,1.46,64,73,54,6.81,35.6886,-98.48175
Abilene,Texas,2016,5,0.0,59,68,50,14.6,35.6886,-98.48175
Abilene,Texas,2016,5,1.65,67,80,52,8.8,35.6886,-98.48175
Abilene,Texas,2016,5,3.27,71,81,60,8.21,35.6886,-98.48175
Abilene,Texas,2016,5,0.55,67,75,60,10.52,35.6886,-98.48175
Abilene,Texas,2016,5,2.77,77,87,67,10.95,35.6886,-98.48175
Abilene,Texas,2016,6,2.32,72,79,63,5.46,35.6886,-98.48175
Abilene,Texas,2016,6,0.17,77,88,66,7.65,35.6886,-98.48175
Abilene,Texas,2016,6,0.0,84,95,73,9.78,35.6886,-98.48175
Abilene,Texas,2016,6,0.0,82,92,72,10.21,35.6886,-98.48175
Abilene,Texas,2016,7,0.0,86,97,75,10.86,35.6886,-98.48175
Abilene,Texas,2016,7,0.4,87,98,75,12.48,35.6886,-98.48175
Abilene,Texas,2016,7,0.0,87,99,75,13.31,35.6886,-98.48175
Abilene,Texas,2016,7,0.0,87,98,75,9.81,35.6886,-98.48175
Abilene,Texas,2016,7,0.24,85,97,73,7.04,35.6886,-98.48175
Abilene,Texas,2016,8,0.0,89,100,77,10.08,35.6886,-98.48175
Abilene,Texas,2016,8,0.65,86,97,74,7.07,35.6886,-98.48175
Abilene,Texas,2016,8,2.65,77,85,68,5.95,35.6886,-98.48175
Abilene,Texas,2016,8,1.97,80,91,70,7.75,35.6886,-98.48175
Abilene,Texas,2016,9,1.2,78,86,70,7.15,35.6886,-98.48175
Abilene,Texas,2016,9,0.29,79,89,69,10.4,35.6886,-98.48175
Abilene,Texas,2016,9,1.45,78,88,67,4.92,35.6886,-98.48175
Abilene,Texas,2016,9,2.64,78,88,68,7.64,35.6886,-98.48175
Abilene,Texas,2016,10,0.0,71,83,57,8.45,35.6886,-98.48175
Abilene,Texas,2016,10,0.08,71,82,59,10.28,35.6886,-98.48175
Abilene,Texas,2016,10,0.32,72,83,60,9.47,35.6886,-98.48175
Abilene,Texas,2016,10,0.0,70,82,57,9.34,35.6886,-98.48175
Abilene,Texas,2016,10,0.0,72,83,60,8.87,35.6886,-98.48175
Abilene,Texas,2016,11,1.97,68,75,60,8.08,35.6886,-98.48175
Abilene,Texas,2016,11,0.5,59,66,50,5.78,35.6886,-98.48175
Abilene,Texas,2016,11,0.0,59,73,44,9.27,35.6886,-98.48175
Abilene,Texas,2016,11,0.04,58,68,47,9.04,35.6886,-98.48175
Abilene,Texas,2016,12,1.19,48,55,41,8.65,35.6886,-98.48175
Abilene,Texas,2016,12,0.2,42,50,33,9.27,35.6886,-98.48175
Abilene,Texas,2016,12,0.0,41,54,28,8.14,35.6886,-98.48175
Abilene,Texas,2016,12,0.0,48,61,36,6.95,35.6886,-98.48175
Abilene,Texas,2017,1,0.0,54,65,42,5.78,35.6886,-98.48175
Akron,Ohio,2016,1,0.05,29,32,25,11.4,40.59125,-86.66027500000001
Akron,Ohio,2016,1,0.74,31,40,21,7.15,40.59125,-86.66027500000001
Akron,Ohio,2016,1,0.33,24,32,16,11.85,40.59125,-86.66027500000001
Akron,Ohio,2016,1,0.03,17,23,10,8.87,40.59125,-86.66027500000001
Akron,Ohio,2016,1,0.06,35,45,25,12.02,40.59125,-86.66027500000001
Akron,Ohio,2016,2,0.69,39,48,26,8.9,40.59125,-86.66027500000001
Akron,Ohio,2016,2,0.45,17,23,11,9.61,40.59125,-86.66027500000001
Akron,Ohio,2016,2,0.55,33,42,24,9.4,40.59125,-86.66027500000001
Akron,Ohio,2016,2,1.54,38,46,28,11.35,40.59125,-86.66027500000001
Akron,Ohio,2016,3,0.55,31,38,24,5.23,40.59125,-86.66027500000001
Akron,Ohio,2016,3,1.39,51,61,40,7.58,40.59125,-86.66027500000001
Akron,Ohio,2016,3,0.64,46,54,38,7.8,40.59125,-86.66027500000001
Akron,Ohio,2016,3,0.82,48,60,35,9.95,40.59125,-86.66027500000001
Akron,Ohio,2016,4,0.5,41,51,30,11.66,40.59125,-86.66027500000001
Akron,Ohio,2016,4,0.76,36,47,25,10.5,40.59125,-86.66027500000001
Akron,Ohio,2016,4,0.77,49,62,36,7.21,40.59125,-86.66027500000001
Akron,Ohio,2016,4,0.53,57,67,45,5.58,40.59125,-86.66027500000001
Akron,Ohio,2016,5,0.15,63,73,53,3.5,40.59125,-86.66027500000001
Akron,Ohio,2016,5,0.66,53,64,43,6.52,40.59125,-86.66027500000001
Akron,Ohio,2016,5,0.52,55,63,47,7.32,40.59125,-86.66027500000001
Akron,Ohio,2016,5,0.64,55,66,43,6.35,40.59125,-86.66027500000001
Akron,Ohio,2016,5,0.03,70,82,59,6.62,40.59125,-86.66027500000001
Akron,Ohio,2016,6,0.22,72,81,62,5.24,40.59125,-86.66027500000001
Akron,Ohio,2016,6,0.52,66,77,55,8.85,40.59125,-86.66027500000001
Akron,Ohio,2016,6,1.88,71,82,60,5.4,40.59125,-86.66027500000001
Akron,Ohio,2016,6,0.89,73,84,62,5.4,40.59125,-86.66027500000001
Akron,Ohio,2016,7,0.07,65,75,55,2.5,40.59125,-86.66027500000001
Akron,Ohio,2016,7,0.46,74,84,63,6.17,40.59125,-86.66027500000001
Akron,Ohio,2016,7,0.53,76,87,65,6.8,40.59125,-86.66027500000001
Akron,Ohio,2016,7,0.91,78,89,66,5.32,40.59125,-86.66027500000001
Akron,Ohio,2016,7,0.09,77,86,67,2.94,40.59125,-86.66027500000001
Akron,Ohio,2016,8,0.0,77,88,64,6.02,40.59125,-86.66027500000001
Akron,Ohio,2016,8,1.45,79,88,70,6.32,40.59125,-86.66027500000001
Akron,Ohio,2016,8,0.65,76,84,67,6.88,40.59125,-86.66027500000001
Akron,Ohio,2016,8,0.75,75,86,64,4.42,40.59125,-86.66027500000001
Akron,Ohio,2016,9,0.0,67,78,56,6.07,40.59125,-86.66027500000001
Akron,Ohio,2016,9,2.13,75,86,65,5.62,40.59125,-86.66027500000001
Akron,Ohio,2016,9,2.22,68,78,57,4.88,40.59125,-86.66027500000001
Akron,Ohio,2016,9,0.0,70,82,57,3.01,40.59125,-86.66027500000001
Akron,Ohio,2016,10,0.0,61,68,54,4.2,40.59125,-86.66027500000001
Akron,Ohio,2016,10,0.04,61,72,50,7.15,40.59125,-86.66027500000001
Akron,Ohio,2016,10,0.1,56,68,43,6.44,40.59125,-86.66027500000001
Akron,Ohio,2016,10,3.04,59,65,51,10.17,40.59125,-86.66027500000001
Akron,Ohio,2016,10,0.58,50,59,41,7.52,40.59125,-86.66027500000001
Akron,Ohio,2016,11,0.04,55,68,42,6.06,40.59125,-86.66027500000001
Akron,Ohio,2016,11,0.62,46,57,35,7.41,40.59125,-86.66027500000001
Akron,Ohio,2016,11,0.54,45,55,33,9.17,40.59125,-86.66027500000001
Akron,Ohio,2016,11,0.19,37,42,31,7.05,40.59125,-86.66027500000001
Akron,Ohio,2016,12,0.09,37,39,34,9.7,40.59125,-86.66027500000001
Akron,Ohio,2016,12,0.94,30,34,25,9.57,40.59125,-86.66027500000001
Akron,Ohio,2016,12,1.29,21,29,13,8.92,40.59125,-86.66027500000001
Akron,Ohio,2016,12,0.12,30,35,24,8.05,40.59125,-86.66027500000001
Akron,Ohio,2017,1,0.56,37,44,29,12.11,40.59125,-86.66027500000001
Alamosa,Colorado,2016,1,0.0,14,33,-5,1.4,37.4751,-105.8769
Alamosa,Colorado,2016,1,0.55,14,27,1,0.92,37.4751,-105.8769
Alamosa,Colorado,2016,1,0.0,3,23,-17,1.72,37.4751,-105.8769
Alamosa,Colorado,2016,1,0.03,15,34,-3,1.92,37.4751,-105.8769
Alamosa,Colorado,2016,1,0.0,19,38,0,3.11,37.4751,-105.8769
Alamosa,Colorado,2016,2,0.15,12,30,-6,4.38,37.4751,-105.8769
Alamosa,Colorado,2016,2,0.0,32,51,12,2.28,37.4751,-105.8769
Alamosa,Colorado,2016,2,0.0,39,57,20,4.12,37.4751,-105.8769
Alamosa,Colorado,2016,2,0.25,30,48,11,2.72,37.4751,-105.8769
Alamosa,Colorado,2016,3,0.0,40,59,20,5.36,37.4751,-105.8769
Alamosa,Colorado,2016,3,0.0,36,56,16,4.4,37.4751,-105.8769
Alamosa,Colorado,2016,3,0.0,36,57,14,6.77,37.4751,-105.8769
Alamosa,Colorado,2016,3,0.48,30,48,12,6.62,37.4751,-105.8769
Alamosa,Colorado,2016,4,0.0,35,56,13,2.53,37.4751,-105.8769
Alamosa,Colorado,2016,4,0.0,45,65,25,5.2,37.4751,-105.8769
Alamosa,Colorado,2016,4,0.99,41,56,25,5.15,37.4751,-105.8769
Alamosa,Colorado,2016,4,0.3,42,57,27,5.18,37.4751,-105.8769
Alamosa,Colorado,2016,5,0.08,37,45,28,7.8,37.4751,-105.8769
Alamosa,Colorado,2016,5,0.0,48,65,30,5.88,37.4751,-105.8769
Alamosa,Colorado,2016,5,0.13,51,69,33,4.85,37.4751,-105.8769
Alamosa,Colorado,2016,5,0.38,51,66,36,6.26,37.4751,-105.8769
Alamosa,Colorado,2016,5,0.53,51,67,34,5.37,37.4751,-105.8769
Alamosa,Colorado,2016,6,0.0,61,79,43,4.16,37.4751,-105.8769
Alamosa,Colorado,2016,6,0.0,63,83,42,2.41,37.4751,-105.8769
Alamosa,Colorado,2016,6,0.0,62,84,40,5.24,37.4751,-105.8769
Alamosa,Colorado,2016,6,0.04,68,86,49,2.47,37.4751,-105.8769
Alamosa,Colorado,2016,7,0.29,63,75,50,2.8,37.4751,-105.8769
Alamosa,Colorado,2016,7,0.0,65,85,44,4.82,37.4751,-105.8769
Alamosa,Colorado,2016,7,0.0,65,87,43,3.57,37.4751,-105.8769
Alamosa,Colorado,2016,7,0.02,69,87,51,2.21,37.4751,-105.8769
Alamosa,Colorado,2016,7,0.0,69,87,50,2.25,37.4751,-105.8769
Alamosa,Colorado,2016,8,1.82,65,78,50,2.08,37.4751,-105.8769
Alamosa,Colorado,2016,8,0.07,64,80,48,2.3,37.4751,-105.8769
Alamosa,Colorado,2016,8,0.0,60,77,42,2.92,37.4751,-105.8769
Alamosa,Colorado,2016,8,0.26,55,71,38,2.1,37.4751,-105.8769
Alamosa,Colorado,2016,9,0.06,62,77,47,5.22,37.4751,-105.8769
Alamosa,Colorado,2016,9,0.0,60,80,39,5.21,37.4751,-105.8769
Alamosa,Colorado,2016,9,0.09,53,73,33,4.42,37.4751,-105.8769
Alamosa,Colorado,2016,9,0.11,55,74,35,5.37,37.4751,-105.8769
Alamosa,Colorado,2016,10,0.0,54,73,34,1.9,37.4751,-105.8769
Alamosa,Colorado,2016,10,0.02,43,63,23,4.45,37.4751,-105.8769
Alamosa,Colorado,2016,10,0.0,51,72,29,5.34,37.4751,-105.8769
Alamosa,Colorado,2016,10,0.0,46,69,23,5.05,37.4751,-105.8769
Alamosa,Colorado,2016,10,0.0,48,69,26,2.24,37.4751,-105.8769
Alamosa,Colorado,2016,11,0.17,42,60,24,2.7,37.4751,-105.8769
Alamosa,Colorado,2016,11,0.0,38,59,17,1.64,37.4751,-105.8769
Alamosa,Colorado,2016,11,0.0,33,55,10,4.11,37.4751,-105.8769
Alamosa,Colorado,2016,11,0.27,29,46,11,4.7,37.4751,-105.8769
Alamosa,Colorado,2016,12,0.07,14,30,-2,1.92,37.4751,-105.8769
Alamosa,Colorado,2016,12,0.0,21,41,1,3.18,37.4751,-105.8769
Alamosa,Colorado,2016,12,0.34,29,45,12,6.25,37.4751,-105.8769
Alamosa,Colorado,2016,12,0.56,16,28,3,3.07,37.4751,-105.8769
Alamosa,Colorado,2017,1,0.11,6,25,-11,0.8,37.4751,-105.8769
Albany,New York,2016,1,0.01,33,38,28,6.23,38.77611333333333,-94.44392
Albany,New York,2016,1,0.9,27,38,16,4.08,38.77611333333333,-94.44392
Albany,New York,2016,1,0.31,27,34,19,6.57,38.77611333333333,-94.44392
Albany,New York,2016,1,0.02,21,28,13,11.6,38.77611333333333,-94.44392
Albany,New York,2016,1,0.0,33,42,24,8.14,38.77611333333333,-94.44392
Albany,New York,2016,2,0.35,39,49,28,6.92,38.77611333333333,-94.44392
Albany,New York,2016,2,0.16,17,26,8,7.6,38.77611333333333,-94.44392
Albany,New York,2016,2,1.02,30,41,19,8.14,38.77611333333333,-94.44392
Albany,New York,2016,2,2.5,34,44,24,7.68,38.77611333333333,-94.44392
Albany,New York,2016,3,0.08,29,38,19,7.08,38.77611333333333,-94.44392
Albany,New York,2016,3,0.21,50,62,38,5.58,38.77611333333333,-94.44392
Albany,New York,2016,3,0.48,43,52,34,5.24,38.77611333333333,-94.44392
Albany,New York,2016,3,0.05,44,54,33,6.61,38.77611333333333,-94.44392
Albany,New York,2016,4,0.12,44,53,34,9.4,38.77611333333333,-94.44392
Albany,New York,2016,4,1.03,34,44,24,7.65,38.77611333333333,-94.44392
Albany,New York,2016,4,0.15,47,60,34,6.58,38.77611333333333,-94.44392
Albany,New York,2016,4,0.03,55,68,41,6.21,38.77611333333333,-94.44392
Albany,New York,2016,5,0.11,49,54,44,6.9,38.77611333333333,-94.44392
Albany,New York,2016,5,1.13,52,58,46,5.2,38.77611333333333,-94.44392
Albany,New York,2016,5,0.55,55,67,41,7.22,38.77611333333333,-94.44392
Albany,New York,2016,5,0.0,56,69,43,4.68,38.77611333333333,-94.44392
Albany,New York,2016,5,0.03,72,84,59,3.5,38.77611333333333,-94.44392
Albany,New York,2016,6,1.29,71,80,61,6.1,38.77611333333333,-94.44392
Albany,New York,2016,6,0.66,62,71,51,9.8,38.77611333333333,-94.44392
Albany,New York,2016,6,0.0,67,81,54,5.78,38.77611333333333,-94.44392
Albany,New York,2016,6,0.07,70,84,56,5.84,38.77611333333333,-94.44392
Albany,New York,2016,7,1.37,68,81,56,7.9,38.77611333333333,-94.44392
Albany,New York,2016,7,1.49,74,83,64,4.08,38.77611333333333,-94.44392
Albany,New York,2016,7,0.27,75,85,65,5.65,38.77611333333333,-94.44392
Albany,New York,2016,7,0.06,74,86,61,5.65,38.77611333333333,-94.44392
Albany,New York,2016,7,3.25,75,85,65,4.02,38.77611333333333,-94.44392
Albany,New York,2016,8,1.38,73,82,63,5.08,38.77611333333333,-94.44392
Albany,New York,2016,8,1.6,78,88,68,4.11,38.77611333333333,-94.44392
Albany,New York,2016,8,0.64,75,84,65,6.11,38.77611333333333,-94.44392
Albany,New York,2016,8,0.32,71,82,60,5.4,38.77611333333333,-94.44392
Albany,New York,2016,9,0.0,67,78,56,4.0,38.77611333333333,-94.44392
Albany,New York,2016,9,0.8,73,85,62,5.15,38.77611333333333,-94.44392
Albany,New York,2016,9,0.64,65,77,52,5.22,38.77611333333333,-94.44392
Albany,New York,2016,9,0.43,65,76,53,2.42,38.77611333333333,-94.44392
Albany,New York,2016,10,0.06,57,62,52,2.95,38.77611333333333,-94.44392
Albany,New York,2016,10,0.03,59,69,48,3.07,38.77611333333333,-94.44392
Albany,New York,2016,10,0.02,51,63,38,6.05,38.77611333333333,-94.44392
Albany,New York,2016,10,1.8,57,66,48,7.55,38.77611333333333,-94.44392
Albany,New York,2016,10,0.99,42,48,36,7.1,38.77611333333333,-94.44392
Albany,New York,2016,11,0.11,47,56,37,5.83,38.77611333333333,-94.44392
Albany,New York,2016,11,0.23,42,52,30,3.98,38.77611333333333,-94.44392
Albany,New York,2016,11,2.25,42,54,31,5.84,38.77611333333333,-94.44392
Albany,New York,2016,11,0.15,35,40,30,8.11,38.77611333333333,-94.44392
Albany,New York,2016,12,0.26,39,44,32,8.7,38.77611333333333,-94.44392
Albany,New York,2016,12,0.28,30,37,23,5.31,38.77611333333333,-94.44392
Albany,New York,2016,12,0.86,26,34,18,7.08,38.77611333333333,-94.44392
Albany,New York,2016,12,0.12,29,37,21,5.37,38.77611333333333,-94.44392
Albany,New York,2017,1,0.23,31,38,24,8.5,38.77611333333333,-94.44392
Albuquerque,New Mexico,2016,1,0.0,31,38,23,4.63,35.1053,-106.6464
Albuquerque,New Mexico,2016,1,0.37,35,40,28,2.61,35.1053,-106.6464
Albuquerque,New Mexico,2016,1,0.0,34,45,22,6.34,35.1053,-106.6464
Albuquerque,New Mexico,2016,1,0.0,40,52,27,4.3,35.1053,-106.6464
Albuquerque,New Mexico,2016,1,0.0,42,55,28,4.92,35.1053,-106.6464
Albuquerque,New Mexico,2016,2,0.03,33,44,23,9.62,35.1053,-106.6464
Albuquerque,New Mexico,2016,2,0.0,47,64,31,3.91,35.1053,-106.6464
Albuquerque,New Mexico,2016,2,0.0,53,69,37,5.38,35.1053,-106.6464
Albuquerque,New Mexico,2016,2,0.02,46,60,31,3.65,35.1053,-106.6464
Albuquerque,New Mexico,2016,3,0.0,56,71,40,4.33,35.1053,-106.6464
Albuquerque,New Mexico,2016,3,0.0,50,63,35,4.2,35.1053,-106.6464
Albuquerque,New Mexico,2016,3,0.0,51,66,35,6.0,35.1053,-106.6464
Albuquerque,New Mexico,2016,3,0.0,50,65,35,8.44,35.1053,-106.6464
Albuquerque,New Mexico,2016,4,0.0,49,63,35,4.03,35.1053,-106.6464
Albuquerque,New Mexico,2016,4,0.36,57,72,43,6.22,35.1053,-106.6464
Albuquerque,New Mexico,2016,4,0.11,53,64,42,4.97,35.1053,-106.6464
Albuquerque,New Mexico,2016,4,0.04,59,73,44,6.38,35.1053,-106.6464
Albuquerque,New Mexico,2016,5,0.02,47,53,40,25.8,35.1053,-106.6464
Albuquerque,New Mexico,2016,5,0.0,61,74,48,5.17,35.1053,-106.6464
Albuquerque,New Mexico,2016,5,0.02,67,80,53,7.57,35.1053,-106.6464
Albuquerque,New Mexico,2016,5,0.07,62,74,50,8.8,35.1053,-106.6464
Albuquerque,New Mexico,2016,5,0.0,66,81,51,5.07,35.1053,-106.6464
Albuquerque,New Mexico,2016,6,0.12,74,87,61,7.76,35.1053,-106.6464
Albuquerque,New Mexico,2016,6,0.0,80,94,65,3.41,35.1053,-106.6464
Albuquerque,New Mexico,2016,6,0.0,78,94,61,4.04,35.1053,-106.6464
Albuquerque,New Mexico,2016,6,0.04,83,96,70,4.82,35.1053,-106.6464
Albuquerque,New Mexico,2016,7,0.02,75,88,62,6.53,35.1053,-106.6464
Albuquerque,New Mexico,2016,7,0.01,82,97,66,4.37,35.1053,-106.6464
Albuquerque,New Mexico,2016,7,0.0,83,97,68,4.92,35.1053,-106.6464
Albuquerque,New Mexico,2016,7,0.22,82,97,67,2.42,35.1053,-106.6464
Albuquerque,New Mexico,2016,7,0.89,80,93,67,2.94,35.1053,-106.6464
Albuquerque,New Mexico,2016,8,0.51,78,88,66,2.75,35.1053,-106.6464
Albuquerque,New Mexico,2016,8,0.03,77,88,64,5.45,35.1053,-106.6464
Albuquerque,New Mexico,2016,8,0.24,74,86,61,2.38,35.1053,-106.6464
Albuquerque,New Mexico,2016,8,0.08,69,81,57,2.64,35.1053,-106.6464
Albuquerque,New Mexico,2016,9,0.0,75,86,64,5.6,35.1053,-106.6464
Albuquerque,New Mexico,2016,9,0.71,74,86,61,6.37,35.1053,-106.6464
Albuquerque,New Mexico,2016,9,0.04,70,82,58,3.4,35.1053,-106.6464
Albuquerque,New Mexico,2016,9,0.26,68,82,54,4.61,35.1053,-106.6464
Albuquerque,New Mexico,2016,10,0.0,67,79,54,2.05,35.1053,-106.6464
Albuquerque,New Mexico,2016,10,0.74,60,71,48,6.12,35.1053,-106.6464
Albuquerque,New Mexico,2016,10,0.0,64,79,50,3.17,35.1053,-106.6464
Albuquerque,New Mexico,2016,10,0.0,62,76,48,3.75,35.1053,-106.6464
Albuquerque,New Mexico,2016,10,0.0,63,75,51,2.58,35.1053,-106.6464
Albuquerque,New Mexico,2016,11,0.66,56,65,48,9.1,35.1053,-106.6464
Albuquerque,New Mexico,2016,11,0.0,51,63,40,2.35,35.1053,-106.6464
Albuquerque,New Mexico,2016,11,0.0,49,61,35,3.57,35.1053,-106.6464
Albuquerque,New Mexico,2016,11,0.36,44,53,35,5.32,35.1053,-106.6464
Albuquerque,New Mexico,2016,12,0.0,38,47,28,6.4,35.1053,-106.6464
Albuquerque,New Mexico,2016,12,0.0,38,49,27,2.85,35.1053,-106.6464
Albuquerque,New Mexico,2016,12,0.15,44,54,32,5.45,35.1053,-106.6464
Albuquerque,New Mexico,2016,12,0.33,39,48,28,5.72,35.1053,-106.6464
Albuquerque,New Mexico,2017,1,0.03,36,46,26,1.9,35.1053,-106.6464
Allentown,Pennsylvania,2016,1,0.0,34,41,25,8.3,36.033425,-80.0931
Allentown,Pennsylvania,2016,1,1.07,32,43,20,4.77,36.033425,-80.0931
Allentown,Pennsylvania,2016,1,0.35,31,39,22,6.05,36.033425,-80.0931
Allentown,Pennsylvania,2016,1,1.75,24,31,16,10.18,36.033425,-80.0931
Allentown,Pennsylvania,2016,1,0.0,28,41,15,3.14,36.033425,-80.0931
Allentown,Pennsylvania,2016,2,0.91,38,48,26,3.18,36.033425,-80.0931
Allentown,Pennsylvania,2016,2,0.21,23,28,17,8.78,36.033425,-80.0931
Allentown,Pennsylvania,2016,2,1.55,34,44,23,5.48,36.033425,-80.0931
Allentown,Pennsylvania,2016,2,3.16,40,51,29,8.84,36.033425,-80.0931
Allentown,Pennsylvania,2016,3,0.07,37,47,26,5.86,36.033425,-80.0931
Allentown,Pennsylvania,2016,3,0.06,53,70,36,4.37,36.033425,-80.0931
Allentown,Pennsylvania,2016,3,0.35,45,54,36,5.38,36.033425,-80.0931
Allentown,Pennsylvania,2016,3,0.05,47,61,32,6.12,36.033425,-80.0931
Allentown,Pennsylvania,2016,4,0.18,52,61,43,10.16,36.033425,-80.0931
Allentown,Pennsylvania,2016,4,0.88,38,48,29,7.17,36.033425,-80.0931
Allentown,Pennsylvania,2016,4,0.3,50,65,34,3.02,36.033425,-80.0931
Allentown,Pennsylvania,2016,4,0.03,58,73,43,4.78,36.033425,-80.0931
