Manufacturer,Brand,Model,Displacement,Cylinders,MPG,Wheel
Mercedes-Benz,Mercedes-Benz,G 550,4.0,8,18,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLA 250,2.0,4,28,"2-Wheel Drive, Front"
Mercedes-Benz,Mercedes-Benz,GLA 250 4MATIC,2.0,4,27,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLB 250,2.0,4,26,"2-Wheel Drive, Front"
Mercedes-Benz,Mercedes-Benz,GLB 250 4MATIC,2.0,4,26,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLC 300,2.0,4,25,"2-Wheel Drive, Rear"
Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC,2.0,4,23,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLC 300 4MATIC (Coupe),2.0,4,24,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLE 350,2.0,4,22,"2-Wheel Drive, Rear"
Mercedes-Benz,Mercedes-Benz,GLE 350 4MATIC,2.0,4,22,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLE 450 4MATIC,3.0,6,23,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLE 580 4MATIC,4.0,8,19,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLS 450 4MATIC,3.0,6,21,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLS 580 4MATIC,4.0,8,18,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,GLS 600 4MATIC Maybach,4.0,8,16,4-Wheel Drive
Mercedes-Benz,Mercedes-Benz,Metris (Cargo Van),2.0,4,21,"2-Wheel Drive, Rear"
Mercedes-Benz,Mercedes-Benz,"Metris (Cargo Van, LWB)",2.0,4,21,"2-Wheel Drive, Rear"
Mercedes-Benz,Mercedes-Benz,Metris (Passenger Van),2.0,4,19,"2-Wheel Drive, Rear"
Mercedes-Benz,Mercedes-Benz,S 560 (convertible),4.0,8,20,"2-Wheel Drive, Rear"
Mercedes-Benz,Mercedes-Benz,S 560 4MATIC (coupe),4.0,8,20,4-Wheel Drive
Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE,1.2,3,39,"2-Wheel Drive, Front"
Mitsubishi Motors Co,Mitsubishi Motors Corporation,MIRAGE G4,1.2,3,37,"2-Wheel Drive, Front"
Mitsubishi Motors Co,Mitsubishi Motors Corporation,Outlander Sport 2WD,2.0,4,27,"2-Wheel Drive, Front"
Mitsubishi Motors Co,Mitsubishi Motors Corporation,Outlander Sport 4WD,2.0,4,26,4-Wheel Drive
Nissan,INFINITI,Q50,3.0,6,23,"2-Wheel Drive, Rear"
Nissan,INFINITI,Q50 AWD,3.0,6,22,All Wheel Drive
Nissan,INFINITI,Q50 AWD RED SPORT,3.0,6,22,All Wheel Drive
Nissan,INFINITI,Q50 RED SPORT,3.0,6,22,"2-Wheel Drive, Rear"
Nissan,INFINITI,Q60,3.0,6,22,"2-Wheel Drive, Rear"
Nissan,INFINITI,Q60 AWD,3.0,6,22,All Wheel Drive
Nissan,INFINITI,Q60 AWD RED SPORT,3.0,6,21,All Wheel Drive
Nissan,INFINITI,Q60 RED SPORT,3.0,6,22,"2-Wheel Drive, Rear"
Nissan,INFINITI,QX50,2.0,4,26,"2-Wheel Drive, Front"
Nissan,INFINITI,QX50 AWD,2.0,4,25,All Wheel Drive
Nissan,INFINITI,QX80 2WD,5.6,8,16,"2-Wheel Drive, Rear"
Nissan,INFINITI,QX80 4WD,5.6,8,15,4-Wheel Drive
Nissan,NISSAN,370Z,3.7,6,20,"2-Wheel Drive, Rear"
Nissan,NISSAN,ALTIMA,2.5,4,32,"2-Wheel Drive, Front"
Nissan,NISSAN,ALTIMA AWD,2.5,4,30,All Wheel Drive
Nissan,NISSAN,ALTIMA AWD SR/PLATINUM,2.5,4,29,All Wheel Drive
Nissan,NISSAN,ALTIMA SR,2.5,4,31,"2-Wheel Drive, Front"
Nissan,NISSAN,ALTIMA SR/PLATINUM,2.0,4,29,"2-Wheel Drive, Front"
Nissan,NISSAN,ALTIMA SV/SL,2.5,4,31,"2-Wheel Drive, Front"
Nissan,NISSAN,ARMADA 2WD,5.6,8,16,"2-Wheel Drive, Rear"
Nissan,NISSAN,ARMADA 4WD,5.6,8,15,4-Wheel Drive
Nissan,NISSAN,FRONTIER 2WD,3.8,6,20,"2-Wheel Drive, Rear"
Nissan,NISSAN,FRONTIER 4WD,3.8,6,19,Part-time 4-Wheel Drive
Nissan,NISSAN,GT-R,3.8,6,18,All Wheel Drive
Nissan,NISSAN,KICKS,1.6,4,33,"2-Wheel Drive, Front"
Nissan,NISSAN,MAXIMA,3.5,6,24,"2-Wheel Drive, Front"
Nissan,NISSAN,MURANO AWD,3.5,6,23,All Wheel Drive
Nissan,NISSAN,MURANO FWD,3.5,6,23,"2-Wheel Drive, Front"
Nissan,NISSAN,NV200 CARGO VAN,2.0,4,25,"2-Wheel Drive, Front"
Nissan,NISSAN,ROGUE AWD,2.5,4,29,All Wheel Drive
Nissan,NISSAN,ROGUE AWD SV/SL/PLATINUM,2.5,4,28,All Wheel Drive
Nissan,NISSAN,ROGUE FWD,2.5,4,30,"2-Wheel Drive, Front"
Nissan,NISSAN,ROGUE FWD SV/SL/PLATINUM,2.5,4,29,"2-Wheel Drive, Front"
Nissan,NISSAN,ROGUE SPORT,2.0,4,28,"2-Wheel Drive, Front"
Nissan,NISSAN,ROGUE SPORT AWD,2.0,4,27,All Wheel Drive
Nissan,NISSAN,SENTRA,2.0,4,33,"2-Wheel Drive, Front"
Nissan,NISSAN,SENTRA SR,2.0,4,32,"2-Wheel Drive, Front"
Nissan,NISSAN,TITAN 2WD,5.6,8,18,"2-Wheel Drive, Rear"
Nissan,NISSAN,TITAN 4WD,5.6,8,18,Part-time 4-Wheel Drive
Nissan,NISSAN,TITAN 4WD PRO-4X,5.6,8,17,Part-time 4-Wheel Drive
Nissan,NISSAN,VERSA,1.6,4,35,"2-Wheel Drive, Front"
Porsche,Porsche,718 Boxster,2.0,4,24,"2-Wheel Drive, Rear"
Porsche,Porsche,718 Boxster GTS 4.0,4.0,6,21,"2-Wheel Drive, Rear"
Porsche,Porsche,718 Boxster S,2.5,4,22,"2-Wheel Drive, Rear"
Porsche,Porsche,718 Boxster T,2.0,4,23,"2-Wheel Drive, Rear"
Porsche,Porsche,718 Cayman,2.0,4,24,"2-Wheel Drive, Rear"
Porsche,Porsche,718 Cayman GT4,4.0,6,20,"2-Wheel Drive, Rear"
Porsche,Porsche,718 Cayman GTS 4.0,4.0,6,21,"2-Wheel Drive, Rear"
Porsche,Porsche,718 Cayman S,2.5,4,22,"2-Wheel Drive, Rear"
Porsche,Porsche,718 Cayman T,2.0,4,23,"2-Wheel Drive, Rear"
Porsche,Porsche,718 Spyder,4.0,6,20,"2-Wheel Drive, Rear"
Porsche,Porsche,911 Carrera,3.0,6,20,"2-Wheel Drive, Rear"
Porsche,Porsche,911 Carrera 4,3.0,6,20,All Wheel Drive
Porsche,Porsche,911 Carrera 4 Cabriolet,3.0,6,20,All Wheel Drive
Porsche,Porsche,911 Carrera 4S,3.0,6,20,All Wheel Drive
Porsche,Porsche,911 Carrera 4S Cabriolet,3.0,6,20,All Wheel Drive
Porsche,Porsche,911 Carrera Cabriolet,3.0,6,20,"2-Wheel Drive, Rear"
Porsche,Porsche,911 Carrera S,3.0,6,20,"2-Wheel Drive, Rear"
Porsche,Porsche,911 Carrera S Cabriolet,3.0,6,20,"2-Wheel Drive, Rear"
Porsche,Porsche,911 Targa 4,3.0,6,20,All Wheel Drive
Porsche,Porsche,911 Targa 4S,3.0,6,20,All Wheel Drive
Porsche,Porsche,911 Turbo,3.7,6,17,All Wheel Drive
Porsche,Porsche,911 Turbo Cabriolet,3.7,6,17,All Wheel Drive
Porsche,Porsche,911 Turbo S,3.7,6,17,All Wheel Drive
Porsche,Porsche,911 Turbo S Cabriolet,3.7,6,17,All Wheel Drive
Porsche,Porsche,Cayenne,3.0,6,20,All Wheel Drive
Porsche,Porsche,Cayenne Coupé,3.0,6,20,All Wheel Drive
Porsche,Porsche,Cayenne GTS,4.0,8,17,All Wheel Drive
Porsche,Porsche,Cayenne GTS Coupe,4.0,8,17,All Wheel Drive
Porsche,Porsche,Cayenne S,2.9,6,20,All Wheel Drive
Porsche,Porsche,Cayenne S Coupé,2.9,6,19,All Wheel Drive
Porsche,Porsche,Cayenne Turbo,4.0,8,17,All Wheel Drive
Porsche,Porsche,Cayenne Turbo Coupé,4.0,8,17,All Wheel Drive
Porsche,Porsche,Macan,2.0,4,21,All Wheel Drive
Porsche,Porsche,Macan GTS,2.9,6,19,All Wheel Drive
Porsche,Porsche,Macan S,3.0,6,20,All Wheel Drive
Porsche,Porsche,Macan Turbo,2.9,6,19,All Wheel Drive
Porsche,Porsche,Panamera,2.9,6,20,"2-Wheel Drive, Rear"
Porsche,Porsche,Panamera 4,2.9,6,20,All Wheel Drive
Porsche,Porsche,Panamera 4 Executive,2.9,6,19,All Wheel Drive
Porsche,Porsche,Panamera 4 ST,2.9,6,20,All Wheel Drive
Porsche,Porsche,Panamera 4S,2.9,6,20,All Wheel Drive
Porsche,Porsche,Panamera GTS,4.0,8,17,All Wheel Drive
Porsche,Porsche,Panamera GTS ST,4.0,8,17,All Wheel Drive
Porsche,Porsche,Panamera Turbo S Executive,4.0,8,17,All Wheel Drive
Porsche,Porsche,Panamera Turbo S ST,4.0,8,17,All Wheel Drive
Rolls-Royce,Rolls-Royce Motor Cars Limited,Cullinan,6.7,12,14,All Wheel Drive
Rolls-Royce,Rolls-Royce Motor Cars Limited,Cullinan Black Badge,6.7,12,14,All Wheel Drive
Rolls-Royce,Rolls-Royce Motor Cars Limited,Dawn,6.6,12,14,"2-Wheel Drive, Rear"
Rolls-Royce,Rolls-Royce Motor Cars Limited,Dawn Black Badge,6.6,12,14,"2-Wheel Drive, Rear"
Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost,6.7,12,14,All Wheel Drive
Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost EWB,6.7,12,14,All Wheel Drive
Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom,6.7,12,14,"2-Wheel Drive, Rear"
Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom EWB,6.7,12,14,"2-Wheel Drive, Rear"
Rolls-Royce,Rolls-Royce Motor Cars Limited,Wraith,6.6,12,14,"2-Wheel Drive, Rear"
Rolls-Royce,Rolls-Royce Motor Cars Limited,Wraith Black Badge,6.6,12,14,"2-Wheel Drive, Rear"
Subaru,Subaru,ASCENT AWD,2.4,4,23,All Wheel Drive
Subaru,Subaru,ASCENT LIMITED/TOURING AWD,2.4,4,22,All Wheel Drive
Subaru,Subaru,CROSSTREK AWD,2.0,4,30,All Wheel Drive
Subaru,Subaru,FORESTER AWD,2.5,4,29,All Wheel Drive
Subaru,Subaru,IMPREZA 4-Door,2.0,4,32,All Wheel Drive
Subaru,Subaru,IMPREZA 4-Door SPORT,2.0,4,30,All Wheel Drive
Subaru,Subaru,IMPREZA 5-Door,2.0,4,31,All Wheel Drive
Subaru,Subaru,IMPREZA 5-Door SPORT,2.0,4,30,All Wheel Drive
Subaru,Subaru,LEGACY,2.4,4,27,All Wheel Drive
Subaru,Subaru,OUTBACK AWD,2.4,4,26,All Wheel Drive
Subaru,Subaru,WRX,2.0,4,21,All Wheel Drive
Toyota,LEXUS,ES 250 AWD,2.5,4,28,All Wheel Drive
Toyota,LEXUS,ES 300h,2.5,4,44,"2-Wheel Drive, Front"
Toyota,LEXUS,ES 350,3.5,6,26,"2-Wheel Drive, Front"
Toyota,LEXUS,ES 350 F SPORT,3.5,6,25,"2-Wheel Drive, Front"
Toyota,LEXUS,GX 460,4.6,8,16,4-Wheel Drive
Toyota,LEXUS,IS 300,2.0,4,25,"2-Wheel Drive, Rear"
Toyota,LEXUS,IS 300 AWD,3.5,6,22,All Wheel Drive
Toyota,LEXUS,IS 350,3.5,6,23,"2-Wheel Drive, Rear"
Toyota,LEXUS,IS 350 AWD,3.5,6,22,All Wheel Drive
Toyota,LEXUS,LC 500,5.0,8,19,"2-Wheel Drive, Rear"
Toyota,LEXUS,LC 500 CONVERTIBLE,5.0,8,18,"2-Wheel Drive, Rear"
Toyota,LEXUS,LC 500h,3.5,6,29,"2-Wheel Drive, Rear"
Toyota,LEXUS,LS 500,3.4,6,22,"2-Wheel Drive, Rear"
Toyota,LEXUS,LS 500 AWD,3.4,6,21,All Wheel Drive
Toyota,LEXUS,LS 500h,3.5,6,28,"2-Wheel Drive, Rear"
Toyota,LEXUS,LS 500h AWD,3.5,6,26,All Wheel Drive
Toyota,LEXUS,LX 570,5.7,8,14,4-Wheel Drive
Toyota,LEXUS,NX 300,2.0,4,25,"2-Wheel Drive, Front"
Toyota,LEXUS,NX 300 AWD,2.0,4,24,All Wheel Drive
Toyota,LEXUS,NX 300 AWD F SPORT,2.0,4,24,All Wheel Drive
Toyota,LEXUS,NX 300h AWD,2.5,4,31,All Wheel Drive
Toyota,LEXUS,RC 300,2.0,4,25,"2-Wheel Drive, Rear"
Toyota,LEXUS,RC 300 AWD,3.5,6,22,All Wheel Drive
Toyota,LEXUS,RC 350,3.5,6,23,"2-Wheel Drive, Rear"
Toyota,LEXUS,RC 350 AWD,3.5,6,22,All Wheel Drive
Toyota,LEXUS,RC F,5.0,8,19,"2-Wheel Drive, Rear"
Toyota,LEXUS,RX 350,3.5,6,23,"2-Wheel Drive, Front"
Toyota,LEXUS,RX 350 AWD,3.5,6,22,All Wheel Drive
Toyota,LEXUS,RX 350 L,3.5,6,22,"2-Wheel Drive, Front"
Toyota,LEXUS,RX 350 L AWD,3.5,6,21,All Wheel Drive
Toyota,LEXUS,RX 450h AWD,3.5,6,30,All Wheel Drive
Toyota,LEXUS,RX 450h L AWD,3.5,6,29,All Wheel Drive
Toyota,LEXUS,UX 200,2.0,4,32,"2-Wheel Drive, Front"
Toyota,LEXUS,UX 250h,2.0,4,42,"2-Wheel Drive, Front"
Toyota,LEXUS,UX 250h AWD,2.0,4,39,All Wheel Drive
Toyota,TOYOTA,4RUNNER 2WD,4.0,6,17,"2-Wheel Drive, Rear"
Toyota,TOYOTA,4RUNNER 4WD,4.0,6,17,All Wheel Drive
Toyota,TOYOTA,AVALON,3.5,6,25,"2-Wheel Drive, Front"
Toyota,TOYOTA,AVALON AWD,2.5,4,28,All Wheel Drive
Toyota,TOYOTA,AVALON HYBRID,2.5,4,43,"2-Wheel Drive, Front"
Toyota,TOYOTA,AVALON HYBRID XLE,2.5,4,44,"2-Wheel Drive, Front"
Toyota,TOYOTA,AVALON TRD,3.5,6,25,"2-Wheel Drive, Front"
Toyota,TOYOTA,AVALON XLE,3.5,6,26,"2-Wheel Drive, Front"
Toyota,TOYOTA,C-HR,2.0,4,29,"2-Wheel Drive, Front"
Toyota,TOYOTA,CAMRY,3.5,6,26,"2-Wheel Drive, Front"
Toyota,TOYOTA,CAMRY AWD LE/SE,2.5,4,29,All Wheel Drive
Toyota,TOYOTA,CAMRY AWD XLE/XSE,2.5,4,28,All Wheel Drive
Toyota,TOYOTA,CAMRY HYBRID LE,2.5,4,52,"2-Wheel Drive, Front"
Toyota,TOYOTA,CAMRY HYBRID SE/XLE/XSE,2.5,4,46,"2-Wheel Drive, Front"
Toyota,TOYOTA,CAMRY LE/SE,2.5,4,32,"2-Wheel Drive, Front"
Toyota,TOYOTA,CAMRY TRD,3.5,6,25,"2-Wheel Drive, Front"
Toyota,TOYOTA,CAMRY XLE/XSE,2.5,4,31,"2-Wheel Drive, Front"
Toyota,TOYOTA,CAMRY XSE,3.5,6,26,"2-Wheel Drive, Front"
Toyota,TOYOTA,COROLLA,1.8,4,33,"2-Wheel Drive, Front"
Toyota,TOYOTA,COROLLA APEX,2.0,4,34,"2-Wheel Drive, Front"
Toyota,TOYOTA,COROLLA HATCHBACK,2.0,4,35,"2-Wheel Drive, Front"
Toyota,TOYOTA,COROLLA HATCHBACK MANUAL,2.0,4,31,"2-Wheel Drive, Front"
Toyota,TOYOTA,COROLLA HATCHBACK XSE,2.0,4,33,"2-Wheel Drive, Front"
Toyota,TOYOTA,COROLLA HYBRID,1.8,4,52,"2-Wheel Drive, Front"
Toyota,TOYOTA,COROLLA XLE,1.8,4,32,"2-Wheel Drive, Front"
Toyota,TOYOTA,COROLLA XSE,2.0,4,34,"2-Wheel Drive, Front"
Toyota,TOYOTA,HIGHLANDER,3.5,6,24,"2-Wheel Drive, Front"
Toyota,TOYOTA,HIGHLANDER AWD,3.5,6,23,All Wheel Drive
Toyota,TOYOTA,HIGHLANDER HYBRID,2.5,4,36,"2-Wheel Drive, Front"
Toyota,TOYOTA,HIGHLANDER HYBRID AWD,2.5,4,35,All Wheel Drive
Toyota,TOYOTA,HIGHLANDER HYBRID AWD LTD/PLAT,2.5,4,35,All Wheel Drive
Toyota,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,14,4-Wheel Drive
Toyota,TOYOTA,PRIUS,1.8,4,52,"2-Wheel Drive, Front"
Toyota,TOYOTA,PRIUS AWD,1.8,4,49,Part-time 4-Wheel Drive
Toyota,TOYOTA,PRIUS Eco,1.8,4,56,"2-Wheel Drive, Front"
Toyota,TOYOTA,RAV4,2.5,4,30,"2-Wheel Drive, Front"
Toyota,TOYOTA,RAV4 AWD,2.5,4,28,All Wheel Drive
Toyota,TOYOTA,RAV4 AWD LE,2.5,4,30,All Wheel Drive
Toyota,TOYOTA,RAV4 AWD TRD OFFROAD,2.5,4,28,All Wheel Drive
Toyota,TOYOTA,RAV4 HYBRID AWD,2.5,4,40,All Wheel Drive
Toyota,TOYOTA,SEQUOIA 2WD,5.7,8,15,"2-Wheel Drive, Rear"
Toyota,TOYOTA,SEQUOIA 4WD,5.7,8,14,Part-time 4-Wheel Drive
Toyota,TOYOTA,SIENNA,2.5,4,36,"2-Wheel Drive, Front"
Toyota,TOYOTA,SIENNA AWD,2.5,4,35,All Wheel Drive
Toyota,TOYOTA,TACOMA 2WD,2.7,4,21,"2-Wheel Drive, Rear"
Toyota,TOYOTA,TACOMA 4WD,2.7,4,20,Part-time 4-Wheel Drive
Toyota,TOYOTA,TACOMA 4WD D-CAB MT TRD-ORP/PRO,3.5,6,18,Part-time 4-Wheel Drive
Toyota,TOYOTA,TUNDRA 2WD,5.7,8,15,"2-Wheel Drive, Rear"
Toyota,TOYOTA,TUNDRA 4WD,5.7,8,14,Part-time 4-Wheel Drive
Toyota,TOYOTA,VENZA AWD,2.5,4,39,All Wheel Drive
Volkswagen Group of,Audi,A4 S line quattro,2.0,4,27,All Wheel Drive
Volkswagen Group of,Audi,A4 allroad quattro,2.0,4,26,All Wheel Drive
Volkswagen Group of,Audi,A4 quattro,2.0,4,28,All Wheel Drive
Volkswagen Group of,Audi,A5 Cabriolet quattro,2.0,4,26,All Wheel Drive
Volkswagen Group of,Audi,A5 Sportback S line quattro,2.0,4,27,All Wheel Drive
Volkswagen Group of,Audi,A5 Sportback quattro,2.0,4,28,All Wheel Drive
Volkswagen Group of,Audi,A5 quattro,2.0,4,27,All Wheel Drive
Volkswagen Group of,Audi,A6 Allroad,3.0,6,22,All Wheel Drive
Volkswagen Group of,Audi,A6 quattro,2.0,4,26,All Wheel Drive
Volkswagen Group of,Audi,A7 quattro,3.0,6,24,All Wheel Drive
Volkswagen Group of,Audi,A8L,3.0,6,21,All Wheel Drive
Volkswagen Group of,Audi,Q3 S-line quattro,2.0,4,23,All Wheel Drive
Volkswagen Group of,Audi,Q3 quattro,2.0,4,25,All Wheel Drive
Volkswagen Group of,Audi,Q5,2.0,4,25,All Wheel Drive
Volkswagen Group of,Audi,Q5 Sportback,2.0,4,25,All Wheel Drive
Volkswagen Group of,Audi,Q7,2.0,4,21,All Wheel Drive
Volkswagen Group of,Audi,Q8,3.0,6,20,All Wheel Drive
Volkswagen Group of,Audi,R8,5.2,10,16,All Wheel Drive
Volkswagen Group of,Audi,R8 2WD,5.2,10,17,"2-Wheel Drive, Rear"
Volkswagen Group of,Audi,R8 Spyder,5.2,10,16,All Wheel Drive
Volkswagen Group of,Audi,R8 Spyder 2WD,5.2,10,17,"2-Wheel Drive, Rear"
Volkswagen Group of,Audi,RS 5,2.9,6,20,All Wheel Drive
Volkswagen Group of,Audi,RS 5 Sportback,2.9,6,21,All Wheel Drive
Volkswagen Group of,Audi,RS 6 Avant,4.0,8,17,All Wheel Drive
Volkswagen Group of,Audi,RS 7,4.0,8,17,All Wheel Drive
Volkswagen Group of,Audi,RS Q8,4.0,8,15,All Wheel Drive
Volkswagen Group of,Audi,S4,3.0,6,23,All Wheel Drive
Volkswagen Group of,Audi,S5,3.0,6,23,All Wheel Drive
Volkswagen Group of,Audi,S5 Cabriolet,3.0,6,22,All Wheel Drive
Volkswagen Group of,Audi,S5 Sportback,3.0,6,23,All Wheel Drive
Volkswagen Group of,Audi,S6,2.9,6,22,All Wheel Drive
Volkswagen Group of,Audi,S7,2.9,6,22,All Wheel Drive
Volkswagen Group of,Audi,S8,4.0,8,16,All Wheel Drive
Volkswagen Group of,Audi,SQ5,3.0,6,20,All Wheel Drive
Volkswagen Group of,Audi,SQ5 Sportback,3.0,6,20,All Wheel Drive
Volkswagen Group of,Audi,SQ7,4.0,8,17,All Wheel Drive
Volkswagen Group of,Audi,SQ8,4.0,8,17,All Wheel Drive
Volkswagen Group of,Audi,TT Coupe quattro,2.0,4,26,All Wheel Drive
Volkswagen Group of,Audi,TT RS,2.5,5,24,All Wheel Drive
Volkswagen Group of,Audi,TT Roadster quattro,2.0,4,26,All Wheel Drive
Volkswagen Group of,Audi,TTS Coupe,2.0,4,25,All Wheel Drive
Volkswagen Group of,Bentley,Bentayga,4.0,8,18,All Wheel Drive
Volkswagen Group of,Bentley,Continental GT,4.0,8,19,All Wheel Drive
Volkswagen Group of,Bentley,Continental GT Convertible,4.0,8,19,All Wheel Drive
Volkswagen Group of,Bentley,Flying Spur,4.0,8,17,All Wheel Drive
Volkswagen Group of,Bugatti,Chiron,8.0,16,11,All Wheel Drive
Volkswagen Group of,Bugatti,Chiron Pur Sport,8.0,16,10,All Wheel Drive
Volkswagen Group of,Lamborghini,Aventador Coupe,6.5,12,10,All Wheel Drive
Volkswagen Group of,Lamborghini,Aventador Roadster,6.5,12,10,All Wheel Drive
Volkswagen Group of,Lamborghini,Huracan,5.2,10,15,All Wheel Drive
Volkswagen Group of,Lamborghini,Huracan Spyder,5.2,10,15,All Wheel Drive
Volkswagen Group of,Lamborghini,Huracan Spyder 2WD,5.2,10,15,"2-Wheel Drive, Rear"
Volkswagen Group of,Lamborghini,Urus,4.0,8,14,All Wheel Drive
Volkswagen Group of,Volkswagen,Arteon,2.0,4,25,"2-Wheel Drive, Front"
Volkswagen Group of,Volkswagen,Arteon 4Motion,2.0,4,24,All Wheel Drive
Volkswagen Group of,Volkswagen,Atlas,2.0,4,22,"2-Wheel Drive, Front"
Volkswagen Group of,Volkswagen,Atlas 4Motion,3.6,6,18,All Wheel Drive
Volkswagen Group of,Volkswagen,Atlas 4Motion 2.0L,2.0,4,22,All Wheel Drive
Volkswagen Group of,Volkswagen,Atlas Cross Sport,2.0,4,22,"2-Wheel Drive, Front"
Volkswagen Group of,Volkswagen,Atlas Cross Sport 4Motion,2.0,4,22,All Wheel Drive
Volkswagen Group of,Volkswagen,GTI,2.0,4,27,"2-Wheel Drive, Front"
Volkswagen Group of,Volkswagen,Golf,1.4,4,32,"2-Wheel Drive, Front"
Volkswagen Group of,Volkswagen,Jetta,1.4,4,33,"2-Wheel Drive, Front"
Volkswagen Group of,Volkswagen,Jetta GLI,2.0,4,28,"2-Wheel Drive, Front"
Volkswagen Group of,Volkswagen,Passat,2.0,4,28,"2-Wheel Drive, Front"
Volkswagen Group of,Volkswagen,Tiguan,2.0,4,25,"2-Wheel Drive, Front"
Volkswagen Group of,Volkswagen,Tiguan 4Motion,2.0,4,24,All Wheel Drive
Volvo,"Volvo Cars of North America, LLC",S60 AWD,2.0,4,26,All Wheel Drive
Volvo,"Volvo Cars of North America, LLC",S60 FWD,2.0,4,27,"2-Wheel Drive, Front"
Volvo,"Volvo Cars of North America, LLC",S90 AWD,2.0,4,25,All Wheel Drive
Volvo,"Volvo Cars of North America, LLC",V60 CC AWD,2.0,4,25,All Wheel Drive
Volvo,"Volvo Cars of North America, LLC",V60 FWD,2.0,4,27,"2-Wheel Drive, Front"
Volvo,"Volvo Cars of North America, LLC",V90 AWD,2.0,4,25,All Wheel Drive
Volvo,"Volvo Cars of North America, LLC",V90 CC AWD,2.0,4,24,All Wheel Drive
Volvo,"Volvo Cars of North America, LLC",V90 FWD,2.0,4,26,"2-Wheel Drive, Front"
Volvo,"Volvo Cars of North America, LLC",XC40 AWD,2.0,4,25,All Wheel Drive
Volvo,"Volvo Cars of North America, LLC",XC40 FWD,2.0,4,26,"2-Wheel Drive, Front"
Volvo,"Volvo Cars of North America, LLC",XC60 AWD,2.0,4,23,All Wheel Drive
Volvo,"Volvo Cars of North America, LLC",XC60 FWD,2.0,4,25,"2-Wheel Drive, Front"
Volvo,"Volvo Cars of North America, LLC",XC90 AWD,2.0,4,22,All Wheel Drive
Volvo,"Volvo Cars of North America, LLC",XC90 FWD,2.0,4,25,"2-Wheel Drive, Front"
aston martin,Aston Martin Lagonda Ltd,DB11 V12,5.2,12,18,"2-Wheel Drive, Rear"
aston martin,Aston Martin Lagonda Ltd,DB11 V8,4.0,8,20,"2-Wheel Drive, Rear"
aston martin,Aston Martin Lagonda Ltd,DBS,5.2,12,17,"2-Wheel Drive, Rear"
aston martin,Aston Martin Lagonda Ltd,DBX V8,4.0,8,15,4-Wheel Drive
aston martin,Aston Martin Lagonda Ltd,Vantage Manual,4.0,8,17,"2-Wheel Drive, Rear"
aston martin,Aston Martin Lagonda Ltd,Vantage V8,4.0,8,20,"2-Wheel Drive, Rear"
